date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-01-05 00:00:00,3,-0.3,8.5,,,151,11,27.8,1003.5,
2025-01-06 00:00:00,9.1,7.4,12.4,,,197,19.1,44.5,994.7,
2025-01-07 00:00:00,5.7,4.2,7.7,,,211,19.8,37,1002.6,
2025-01-08 00:00:00,3,1,4.2,,,177,9.7,29.6,1005,
2025-01-09 00:00:00,5.3,1.9,8.8,,,228,12.7,29.6,1001.2,
2025-01-10 00:00:00,1.1,-1.7,2.9,,,231,10.7,24.1,1019.2,
2025-01-11 00:00:00,-0.1,-1.4,1.8,,,292,6.6,18.5,1026.3,
2025-01-12 00:00:00,-0.1,-2.1,2,,,325,7.6,18.5,1037.4,
2025-01-13 00:00:00,-3.3,-5.3,-0.6,,,340,5.8,14.8,1042.7,
2025-01-14 00:00:00,-3.9,-8.6,0.2,,,277,5.3,13,1037.3,
2025-01-15 00:00:00,1.4,-0.6,3,,,319,4.5,13,1033.7,
2025-01-16 00:00:00,1.7,-0.5,4.7,,,9,5.9,14.8,1037.2,
2025-01-17 00:00:00,0,-1.5,2,,,346,5.6,14.8,1038.1,
2025-01-18 00:00:00,-0.2,-2.6,2.8,,,342,6.8,16.7,1032.4,
2025-01-19 00:00:00,0.1,-2.7,4.1,,,311,6.5,16.7,1023.9,
2025-01-20 00:00:00,-1.5,-2.8,0.6,,,261,5.4,14.8,1021.5,
2025-01-21 00:00:00,-2.6,-4.3,0,,,270,4.8,13,1019.6,
2025-01-22 00:00:00,-0.3,-2.6,2.7,,,148,5.7,14.8,1011,
2025-01-23 00:00:00,3.5,2.1,5.3,,,202,11.4,27.8,1007.2,
2025-01-24 00:00:00,6.2,4.1,8.4,,,190,15.3,29.6,1010.1,
2025-01-25 00:00:00,9.4,7.6,12.1,,,197,9.9,24.1,1007.1,
2025-01-26 00:00:00,6.8,3.5,9.3,,,205,12.3,35.2,1007.7,
2025-01-27 00:00:00,8.1,3.8,11,,,186,15.9,37,998.1,
2025-01-28 00:00:00,8.1,6.3,9.6,,,188,11,27.8,997.9,
2025-01-29 00:00:00,7.4,4.3,9.2,,,213,15.9,37,1005.6,
2025-01-30 00:00:00,6,3.5,9.5,,,295,6.9,22.2,1015.3,
2025-01-31 00:00:00,3,-1.1,5.6,,,284,6.4,20.4,1028.8,
2025-02-01 00:00:00,-0.4,-3.4,4,,,358,8,18.5,1031.9,
2025-02-02 00:00:00,-1.4,-4.3,3,,,359,5.8,16.7,1027.1,
2025-02-03 00:00:00,-2.5,-5,2.2,,,275,5,13,1029.2,
2025-02-04 00:00:00,-1.9,-3.7,0.9,,,213,6.6,18.5,1031.3,
2025-02-05 00:00:00,-1.4,-3.8,1.6,,,220,5.3,13,1038.5,
2025-02-06 00:00:00,1.9,-0.3,4.1,,,12,9.4,24.1,1039.5,
2025-02-07 00:00:00,3.2,1.4,5.3,,,62,12.1,27.8,1028.7,
2025-02-08 00:00:00,1.9,-0.6,5.7,,,46,7.6,16.7,1024.9,
2025-02-09 00:00:00,0.5,-2.6,3.8,,,339,5.9,16.7,1028.3,
2025-02-10 00:00:00,1.6,-1.5,5.1,,,32,8.4,20.4,1025.3,
2025-02-11 00:00:00,4.9,3.2,7.5,,,101,7.5,20.4,1020.9,
2025-02-12 00:00:00,4.9,3.2,6.9,,,8,5.9,18.5,1017.7,
2025-02-13 00:00:00,1.8,0,3.7,,,327,9.4,24.1,1018.7,
2025-02-14 00:00:00,0.8,-1,2.8,,,351,8.4,20.4,1025.6,
2025-02-15 00:00:00,0.1,-2.1,2.6,,,35,5.9,16.7,1024.8,
2025-02-16 00:00:00,0.5,-0.9,3.1,,,39,9.6,24.1,1021.2,
2025-02-17 00:00:00,-1.4,-4,2.4,,,33,7.8,18.5,1024.5,
2025-02-18 00:00:00,-2.7,-5.7,1.9,,,55,9.5,24.1,1027.1,
2025-02-19 00:00:00,-1.4,-5.6,4.1,,,82,9.5,22.2,1026.7,
2025-02-20 00:00:00,2.2,-2.2,7.8,,,123,5.9,16.7,1025.9,
2025-02-21 00:00:00,7.8,4.5,13.6,,,112,6.5,16.7,1023.5,
2025-02-22 00:00:00,8.5,4.2,13.6,,,139,8.2,22.2,1019.9,
2025-02-23 00:00:00,8.6,4.6,13.4,,,217,6.6,22.2,1028.6,
2025-02-24 00:00:00,7.6,3.1,12.1,,,181,9,25.9,1023.1,
2025-02-25 00:00:00,8.7,6.6,10.8,,,169,6.4,16.7,1014.3,
2025-02-26 00:00:00,6.7,4.1,8.9,,,235,8.2,24.1,1015.6,
2025-02-27 00:00:00,5.2,3.4,8,,,199,10,24.1,1017.7,
2025-02-28 00:00:00,4,1.9,6.2,,,302,7.9,20.4,1023.3,
2025-03-01 00:00:00,3.5,0.7,7.3,,,0,8.5,18.5,1030.9,
2025-03-02 00:00:00,3.3,-0.5,9.6,,,3,7.7,16.7,1033.9,
2025-03-03 00:00:00,2.5,-2.7,10.4,,,344,6.6,16.7,1030.3,
2025-03-04 00:00:00,3.2,-2.3,11.7,,,338,6.5,16.7,1027.5,
2025-03-05 00:00:00,3.2,-4,12.9,,,277,6.8,14.8,1026.1,
2025-03-06 00:00:00,4.6,-2.4,14.2,,,258,7.1,20.4,1022.5,
2025-03-07 00:00:00,5.8,-1.4,15.5,,,325,6.4,16.7,1019.6,
2025-03-08 00:00:00,6.9,-0.4,16.6,,,2,7.6,16.7,1014.6,
2025-03-09 00:00:00,7.7,0.3,17.2,,,354,7.6,16.7,1006.5,
2025-03-10 00:00:00,8.2,1,15.9,,,275,8.3,20.4,1001.4,
2025-03-11 00:00:00,8.5,6.2,11.9,,,253,7.3,20.4,1002.1,
2025-03-12 00:00:00,5.4,3.4,7,,,333,9.1,20.4,1000.1,
2025-03-13 00:00:00,3.3,0.8,5.7,,,335,8,18.5,999,
2025-03-14 00:00:00,3.9,1.7,6.6,,,341,8.6,22.2,1006.6,
2025-03-15 00:00:00,4.4,2.3,7.5,,,14,13,29.6,1016.2,
2025-03-16 00:00:00,3.2,-0.1,7.4,,,12,12.1,27.8,1020.6,
2025-03-17 00:00:00,3.2,-1.1,8.2,,,13,11.2,25.9,1024.4,
2025-03-18 00:00:00,3.3,-1.5,8.7,,,40,11.1,25.9,1025.9,
2025-03-19 00:00:00,3,-2.5,9.2,,,24,11,25.9,1025.2,
2025-03-20 00:00:00,4.7,-1,10.7,,,21,10.6,25.9,1023.4,
2025-03-21 00:00:00,8.6,2.2,20.6,,,66,11.3,29.6,1018.7,
2025-03-22 00:00:00,10.9,6.9,16,,,47,8.6,20.4,1007.1,
2025-03-23 00:00:00,9.7,6.5,13.6,,,247,7.1,18.5,1004.9,
2025-03-24 00:00:00,9.7,5.9,14.6,,,301,6.6,18.5,1012.4,
2025-03-25 00:00:00,9.5,5.1,14.8,,,327,8.4,20.4,1018.3,
2025-03-26 00:00:00,7.4,4.8,10.3,,,331,10.6,25.9,1020.2,
2025-03-27 00:00:00,6.6,2.4,11,,,273,9.7,24.1,1020.2,
2025-03-28 00:00:00,8.1,3.8,12.8,,,246,11.6,27.8,1017.8,
2025-03-29 00:00:00,7.7,4.8,11.4,,,258,12,29.6,1016,
2025-03-30 00:00:00,6.9,3.7,10.6,,,255,12.5,31.5,1015.8,
